iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
107,13.643553495407104,41014544.16401772,1.8675114721165042e-05,3662646.965057574,3662646.9650445282,9.773335255144602,0.0,0,0.18761030766449502,0.021018884775479956,-5201160.456497349,13414982790552.578,0.5,0.3745827262148465,51.858581626552024,3.0517578125e-05,True,15.0
108,13.76864767074585,41014545.52651327,5.334733916931796e-05,3662517.50573381,3662517.5057206424,9.818681136222366,0.0,0,0.18762116926124875,0.021022054681318576,-4168076.6682007965,13414034479712.834,0.5,0.37457674017347203,52.09833470388731,3.0517578125e-05,True,15.0
109,13.889109373092651,41014511.53530899,0.00011657548787134742,3662090.097333316,3662090.0973199457,9.893467889639071,0.0,0,0.18762536963131346,0.021028944056523075,-2475304.7188023054,13410903880891.482,0.5,0.37455312615487885,52.49750088257012,0.0001220703125,True,13.0
110,14.000376462936401,41009961.49413988,0.0040709615760286645,3641787.741459845,3641787.741445489,10.223296682612931,0.0,0,0.18700956166605054,0.02116166253396028,-3356243.132204234,13262617953745.3,0.5,0.37379379990641687,54.441048255802436,0.00390625,True,8.0
111,14.144622325897217,41009764.90665643,0.00016499279708853982,3640817.149757744,3640817.1497428557,10.409745996372049,0.0,0,0.18702593261493178,0.021166117399127483,-3154667.930478184,13255549517864.35,0.5,0.3737439837761677,55.437294075850055,0.000244140625,True,12.0
112,14.266000986099243,41009441.52099711,0.0004566113361216882,3639924.703764785,3639924.703749447,10.564638620167417,0.0,0,0.18702996503446054,0.02115664580616407,-4456704.878278935,13249051848968.162,0.5,0.373695465547419,56.26772884846253,0.000244140625,True,12.0
113,14.386151790618896,41009359.71383779,6.297366473398961e-05,3639503.5785019384,3639503.57848609,10.738449324184204,0.0,0,0.187061239675092,0.02115904004893168,-3920366.2380161867,13245986297815.713,0.5,0.37366929778371777,57.19103866193766,0.0001220703125,True,13.0
114,14.507694482803345,41009409.721670896,0.00028483565584417106,3639340.6468111402,3639340.646794925,10.86175127057133,0.0,0,0.18708696050538787,0.02117161405365999,-4747632.121521651,13244800343416.363,0.5,0.37365616902714754,57.84454639755089,6.103515625e-05,True,14.0
115,14.628870487213135,41009351.999048606,9.131241790143108e-05,3639071.9071486257,3639071.907132151,10.947969163354005,0.0,0,0.18710093072612874,0.02117241336919654,-4401248.492839676,13242844345281.088,0.5,0.37364398273010035,58.302738706178076,6.103515625e-05,True,14.0
116,14.750603914260864,41009279.64233248,7.69657496723904e-05,3638880.9506225814,3638880.9506059177,11.010425894446072,0.0,0,0.18710761495189848,0.02117087879168703,-3465365.8829133166,13241454572685.285,0.5,0.37363217178216496,58.63568387095122,6.103515625e-05,True,14.0
117,14.872276544570923,41009242.09913471,2.8811259335707195e-05,3638648.6228577825,3638648.622840902,11.081333377687566,0.0,0,0.18711651359834694,0.021172666477381783,-3844724.308801072,13239763800504.652,0.5,0.37362025198855225,59.01318783968364,6.103515625e-05,True,14.0
118,14.995789527893066,41009196.73391728,7.06713895674065e-05,3638467.209382823,3638467.209366206,10.994275254732868,0.0,0,0.18708616871564782,0.021172571627551616,-3668211.9043541383,13238443633635.764,0.5,0.37361380069840705,58.55576750518464,3.0517578125e-05,True,15.0
119,15.154522180557251,41009197.47319543,6.299949436893048e-06,3638464.4741487596,3638464.474132121,11.001430482452221,0.0,0,0.18708804626214093,0.02117275721764966,-4489366.278840133,13238423729524.19,0.5,0.3736136173237681,58.5935598871743,9.5367431640625e-07,True,20.0
120,15.29704236984253,41009196.02270234,1.694020210638509e-06,3638462.205558461,3638462.2055418342,10.997496785220225,0.0,0,0.18708687274009705,0.021172705378939154,-5011049.589718523,13238407221159.006,0.5,0.3736135712254549,58.57282620953444,2.384185791015625e-07,True,22.0
121,15.425365686416626,41009195.48213575,1.1162978922263733e-05,3638441.168361183,3638441.168344503,11.015038336866914,0.0,0,0.18709048288891555,0.02117301134244875,-4552798.690958521,13238254135506.771,0.5,0.37361211456632276,58.665788971169775,7.62939453125e-06,True,17.0
122,15.550218105316162,41009143.01615264,2.9416443417130976e-05,3638225.446695049,3638225.446678219,11.06410218936457,0.0,0,0.18709310992704278,0.021173214298907346,-4667570.375565926,13236684400859.578,0.5,0.3736004633025755,58.928151774147906,6.103515625e-05,True,14.0
123,15.667298078536987,41008500.83958012,0.0005399179608685159,3636633.384345893,3636633.3843285954,11.21434928392645,0.0,0,0.1870443885168731,0.021158667593510372,-4385395.360463601,13225102372015.908,0.5,0.3735067331684647,59.749770505093636,0.00048828125,True,11.0
124,15.796644687652588,41008478.59396557,6.502039856652729e-05,3636457.8380904235,3636457.8380728406,11.306225618079822,0.0,0,0.18705833172219724,0.021160896148132626,-5835936.961147249,13223825608084.053,0.5,0.3734945013495467,60.23815904366997,6.103515625e-05,True,14.0
125,15.926351070404053,41008440.75427628,2.2918823970332038e-05,3636239.695469969,3636239.695452166,11.376537194742202,0.0,0,0.18706600772697204,0.02116234281079409,-6060793.846576324,13222239122784.719,0.5,0.37348262056360365,60.61281644178856,6.103515625e-05,True,14.0
126,16.05874466896057,41008433.06183766,2.386456670995652e-05,3636136.436560127,3636136.4365421548,11.430414150245236,0.0,0,0.1870747482666258,0.0211638622721207,-4451096.748397791,13221488185152.139,0.5,0.3734766434112147,60.898932568031604,3.0517578125e-05,True,15.0
127,16.18973445892334,41008375.7498907,3.483801938901412e-05,3635907.2436371897,3635907.243618976,11.506514723694197,0.0,0,0.18708354899510618,0.021163860785313196,-4489067.340336385,13219821484203.594,0.5,0.3734646940331114,61.30419302627654,6.103515625e-05,True,14.0
128,16.34637713432312,41008336.33050949,2.5707418339141102e-05,3635681.316549768,3635681.316531321,11.579679378045345,0.0,0,0.18709131179436822,0.021165467740129066,-4050603.121024044,13218178635377.578,0.5,0.3734527922348118,61.69398050440467,6.103515625e-05,True,14.0
129,16.477888345718384,41008316.21212294,1.5255267092662417e-05,3635563.832488237,3635563.8324696645,11.618675855813823,0.0,0,0.18709569707962312,0.021166406726112398,-4939286.406471109,13217324379964.17,0.5,0.3734469523130336,61.90163218964269,3.0517578125e-05,True,15.0
130,16.609183073043823,41008299.23885052,1.532103162355099e-05,3635445.111302409,3635445.1112836814,11.666995835066706,0.0,0,0.18710241183836027,0.021167392565280864,-4777312.594994314,13216461157159.08,0.5,0.3734410392577704,62.15848679399447,3.0517578125e-05,True,15.0
131,16.740123748779297,41008282.586495735,1.3906424358508574e-05,3635346.4386519976,3635346.438633126,11.711582089304867,0.0,0,0.1871080718877882,0.02116811200937212,-3728770.8703773306,13215743728885.21,0.5,0.3734351595561584,62.39565320526619,3.0517578125e-05,True,15.0
132,16.87919330596924,41008274.15590847,1.258349024001896e-05,3635334.6825810517,3635334.682562256,11.688041682005808,0.0,0,0.1871017572595723,0.02116766279671267,-4481044.711166936,13215658254242.678,0.5,0.37343475408718,62.27154889398207,1.9073486328125e-06,True,19.0
133,17.01293182373047,41008270.70868895,1.0617503463016074e-05,3635291.7729855324,3635291.7729666233,11.723203879388171,0.0,0,0.18710783640264034,0.02116825154648775,-3378215.216442289,13215346274601.473,0.5,0.373431793219907,62.45804185590246,1.52587890625e-05,True,16.0
134,17.147008419036865,41008273.950402535,2.9222028150446708e-05,3635251.9839582867,3635251.983939283,11.752411011452425,0.0,0,0.18711235763805847,0.021169500447368414,-4939849.877077843,13215056986737.15,0.5,0.37342886650966994,62.61310603727014,1.52587890625e-05,True,16.0
135,17.279820442199707,41008263.32780999,1.3894076344966967e-05,3635192.726056406,3635192.726037297,11.784805855269687,0.0,0,0.18711764403977046,0.021169829396187553,-3022842.6346943737,13214626155437.13,0.5,0.37342592360505805,62.78500610732596,1.52587890625e-05,True,16.0
136,17.424504280090332,41006310.53669749,0.0019470930518722459,3629043.4508447233,3629043.450826526,11.490376314736274,0.0,0,0.18667848419773955,0.02112833066307389,-3412659.7120869304,13169956367989.555,0.5,0.3730528196513392,61.35126537104276,0.001953125,True,9.0
137,17.5481915473938,41005712.948919035,0.00036874367739351166,3627385.0733817294,3627385.0733642853,11.24753240613181,0.0,0,0.18652362189832336,0.021112752565736147,-3052787.2584563848,13157922470468.67,0.5,0.37295647247536295,60.09607276125027,0.00048828125,True,11.0
138,17.75243091583252,41005712.94891902,0.0,3627385.073381734,3627385.07336429,11.247532406138177,0.0,0,0.18652362189832505,0.02111275256573623,-2396189.574871989,13157922470468.701,0.5,0.3729564724753628,60.09607276128397,8.881784197001252e-16,False,51.0
139,17.87667202949524,41005546.27118546,0.00011249351538126935,3626691.188785468,3626691.188767379,11.452480369775783,0.0,0,0.18653409497439163,0.021111829080210552,-3484202.2049212772,13152888978685.598,0.5,0.3729067780945348,61.195150135623145,0.000244140625,True,12.0
140,18.00524377822876,41005511.64689311,3.3272220867176466e-05,3626492.657194082,3626492.6571757183,11.538821043532375,0.0,0,0.18654546077075507,0.02111322632234458,-5538522.540135168,13151448992552.05,0.5,0.3728946927123636,61.65577266590844,6.103515625e-05,True,14.0
141,18.134153366088867,41005470.76012804,4.15007906388186e-05,3626225.9624297377,3626225.9624111047,11.622798074348664,0.0,0,0.18655587210582536,0.02111583716390297,-4143222.719196474,13149514730466.994,0.5,0.37288265358466366,62.10391127209243,6.103515625e-05,True,14.0
142,18.33370852470398,41005470.76012799,0.0,3626225.9624297363,3626225.9624111033,11.622798074361418,0.0,0,0.18655587210582736,0.021115837163902154,-4427103.414175211,13149514730466.984,0.5,0.3728826535846624,62.10391127216036,7.105427357601002e-15,True,47.0
143,18.45235252380371,41005013.29306388,0.0038733628624536354,3617402.368825872,3617402.368808202,11.304467805852102,0.0,0,0.1861084318704681,0.021252461193997877,-3902448.1745005045,13085599897861.832,0.5,0.37249936304579223,60.536157856139205,0.001953125,True,9.0
144,18.574936866760254,41004603.82528523,0.00018565968326987053,3615521.2631316804,3615521.2631132086,11.555299392497124,0.0,0,0.18608520531871547,0.021258330557260098,-3475156.9280292126,13071994004026.367,0.5,0.37240209704392246,61.89613268976633,0.00048828125,True,11.0
145,18.727868795394897,41004450.41832611,0.00020305346661227494,3615033.361229189,3615033.3612102764,11.691709960196153,0.0,0,0.18609767086994233,0.021256989847507325,-4226823.115094604,13068466202665.908,0.5,0.37237762468064883,62.627391122215336,0.0001220703125,True,13.0
146,18.85491156578064,41004380.87886548,5.57404062212313e-05,3614606.1289805127,3614606.128961189,11.817313222502621,0.0,0,0.18610659057969633,0.021260313496149947,-4742616.823925986,13065377467526.432,0.5,0.3723534522109276,63.301390513526776,0.0001220703125,True,13.0
147,18.980823278427124,41004304.6033032,4.735103238020955e-05,3614161.5857750974,3614161.585755312,11.956876704520743,0.0,0,0.18611827886366386,0.02126316051583259,-2928339.3514782167,13062163967951.99,0.5,0.37232898736156866,64.04957328893262,0.0001220703125,True,13.0
148,19.111312866210938,41004292.22662991,2.5103326905165362e-05,3614067.2449194933,3614067.2448995225,12.012672309300994,0.0,0,0.1861260341051316,0.021264301432601742,-3260276.876732854,13061482050658.264,0.5,0.3723230369607364,64.34757848661008,3.0517578125e-05,True,15.0
149,19.245380878448486,41004287.47709829,1.4222844175036601e-05,3614012.4117746903,3614012.411754572,12.056949355366138,0.0,0,0.18613375681382524,0.02126509446798588,-3751952.6438274803,13061085712318.736,0.5,0.3723200293365909,64.58349355244461,1.52587890625e-05,True,16.0
150,19.36574673652649,41003835.176447175,0.0038346613511021617,3610566.487014478,3610566.4869936495,12.262090942768952,0.0,0,0.18600072037398774,0.02134702330966169,-2066295.9288070544,13036190357004.297,0.5,0.3721212574096372,65.73434489680372,0.0009765625,True,10.0
151,19.493302583694458,41003800.31152969,8.384025492104255e-05,3610477.2558312626,3610477.2558100484,12.37492591877565,0.0,0,0.18601517611122637,0.021346881118065975,-3767171.2914640196,13035546014724.291,0.5,0.3721088543625274,66.33758207881992,6.103515625e-05,True,14.0
152,19.61912250518799,41003722.73942765,4.500428958781384e-05,3610055.342304113,3610055.3422822244,12.569423219382529,0.0,0,0.18603614393298012,0.02134925630330209,-5402179.39435583,13032499574343.06,0.5,0.37208308475932417,67.37851582341317,0.0001220703125,True,13.0
153,19.776042938232422,41003697.221388504,1.4578423704071247e-05,3609951.641654008,3609951.641631968,12.612762914285495,0.0,0,0.18603989955410963,0.02134932746744871,-4520609.864227209,13031750854923.973,0.5,0.3720772597606486,67.61075979118401,3.0517578125e-05,True,15.0
154,19.906183004379272,41003673.79940767,1.8007404409496517e-05,3609843.9644673164,3609843.9644451234,12.65629554366176,0.0,0,0.1860436318719848,0.021349890540337455,-3043022.1842929814,13030973447643.518,0.5,0.3720714343856298,67.84403311588338,3.0517578125e-05,True,15.0
155,20.04307270050049,41003669.43859726,1.9486206958823525e-05,3609769.858476003,3609769.8584536714,12.695694693906116,0.0,0,0.18604925051309773,0.021351103089333207,-3124182.4429143886,13030438431003.275,0.5,0.3720684760252487,68.05431762311407,1.52587890625e-05,True,16.0
156,20.174739360809326,41003649.77050379,1.4751893701260047e-05,3609652.1025001453,3609652.102477648,12.7425188436662,0.0,0,0.18605356221301517,0.021352027150849894,-3731216.2179229446,13029588300923.936,0.5,0.3720626298594339,68.30508465359583,3.0517578125e-05,True,15.0
157,20.310070037841797,41003639.64516246,8.613399655240812e-06,3609590.5203518113,3609590.520329201,12.774156469949434,0.0,0,0.18605742341997988,0.02135252660375874,-4139437.7609423543,13029143724453.062,0.5,0.37205971513583763,68.47416254832088,1.52587890625e-05,True,16.0
158,20.442692756652832,41003632.30436452,6.405056097804689e-05,3609468.642581135,3609468.6425583437,12.824977436718509,0.0,0,0.18606245388235743,0.021355644549348234,-4399981.654173361,13028263881614.602,0.5,0.37205383628369604,68.74614635574169,3.0517578125e-05,True,15.0
159,20.570878267288208,41003612.941506095,1.0462153982508314e-05,3609356.634330187,3609356.634307221,12.873864751693162,0.0,0,0.1860669965125802,0.02135625546126744,-5259722.42163688,13027455313620.18,0.5,0.372047979211034,69.00790238442306,3.0517578125e-05,True,15.0
160,20.694987535476685,41003591.56124933,1.3647787983531712e-05,3609240.676377119,3609240.6763539417,12.932882294115798,0.0,0,0.18607356323770677,0.021356948879013325,-3862417.451626083,13026618259850.49,0.5,0.37204204261120843,69.3234694557942,3.0517578125e-05,True,15.0
161,20.818247318267822,41003542.353117876,2.2619766365424843e-05,3609023.5183823435,3609023.5183589435,12.994485759925944,0.0,0,0.1860748720869313,0.02135742569633177,-4846842.261760783,13025050756070.604,0.5,0.37203040477824545,69.65491379446684,6.103515625e-05,True,14.0
162,20.966854572296143,41003521.44007903,1.449790327537015e-05,3608913.9407489826,3608913.9407254215,13.038965250891007,0.0,0,0.18607825166820197,0.02135815334571929,-3069533.0793030295,13024259831564.924,0.5,0.3720245824556134,69.89329784528024,3.0517578125e-05,True,15.0
163,21.090123414993286,41003478.88199184,2.9083982435765226e-05,3608680.2278162763,3608680.2277923957,13.126624271438658,0.0,0,0.18608462410361756,0.02135951259518026,-5010448.982464589,13022572986462.408,0.5,0.3720126678175345,70.36317501512796,6.103515625e-05,True,14.0
164,21.211463689804077,41003411.43967539,8.194277526990072e-05,3608224.3358874377,3608224.33586325,13.209894875492479,0.0,0,0.18607852667918648,0.021362704178005454,-4091237.6152671254,13019282857918.418,0.5,0.37198944587988725,70.814102732792,0.0001220703125,True,13.0
165,21.336984634399414,41003409.19394887,1.1125450839929487e-05,3608171.1846190677,3608171.1845947076,13.256793047871922,0.0,0,0.18608492803062193,0.02136348425160834,-3391103.294132639,13018899297342.203,0.5,0.3719864528641847,71.0643166385571,1.52587890625e-05,True,16.0
166,21.456719875335693,41003207.90062468,0.0002691861823694806,3607942.350323604,3607942.350299584,13.163512266714427,0.0,0,0.18604395339434213,0.021355828785697764,-3761959.8700709073,13017248003087.918,0.5,0.37196314437481787,70.577391553779,0.0001220703125,True,13.0
167,21.57674217224121,41003107.96208909,5.472949027822852e-05,3607461.6639009304,3607461.6638765936,13.249210816014436,0.0,0,0.1860382445839633,0.021358075167392795,-3949574.3716564015,13013779656341.912,0.5,0.37193990077664146,71.041352501317,0.0001220703125,True,13.0
