iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
62,26.062438488006592,40860638.78019039,0.00029108046001488825,2442644.8846213706,2442644.8846203107,2.267048726539674,0.0,0,0.115863174314439,0.02540212804851299,-2625087.1325283106,-15.14805241743169,5966514032363.25,0.5,0.28433925238189806,15.279745995211757,1.1922656101926343,582.9988879632126,0.000244140625,True,12.0,-11944578119332.197,68879.1120157992,2584394.478291673,6906047576826.716,582.9988879632126,0.00012168484721541036,(-0.0006132273154383599+0j)
63,26.493961811065674,40861676.45615781,0.0012347486104189434,2440095.6231913525,2440095.6231902307,2.331749540736198,0.0,0,0.1161399033279696,0.025455132570553946,-2684493.1109186476,-14.83147125441681,5954066650313.6,0.5,0.28417945960484203,15.933615352045159,1.2643830745362097,674.7786213318363,0.0009765625,True,10.0,-11933028064725.287,1062900.3444364443,651556.6249786956,2337909095655.674,674.7786213318363,0.0002978633795500913,(-0.0006101354468071373+0j)
64,26.889994859695435,40862039.90310232,0.0012577020526709692,2434792.3272727607,2434792.3272715816,2.388214834076466,0.0,0,0.11612026758781134,0.025503875992447925,-3461602.2523257597,-11.772227930730736,5928213676942.041,0.5,0.2838793012142517,16.334629696022034,0.6439437062461457,273.3220262097878,0.001953125,True,9.0,-11908133300625.988,185910.83983063215,944037.5829361011,3160576982230.0166,273.3220262097878,0.00045095319592839463,(-0.0005600562743948873+0j)
65,27.323831796646118,40861980.30184428,0.00024187607732342625,2433561.9565052288,2433561.9565040316,2.40625708293801,0.0,0,0.11611568831863785,0.025515595592229955,-2763973.00981436,-14.367738383905134,5922223796145.203,0.5,0.2838072328786062,16.440447580457086,0.4953622280583361,375.46761574634735,0.00048828125,True,11.0,-11856427353882.873,-122096.55198591865,400444.13209462946,7261946067534.68,375.46761574634735,0.0001727417252190536,(-0.0005325564376471185+0j)
66,27.72515892982483,40861966.32761874,0.00025882772477264164,2432449.6180949854,2432449.6180937714,2.422347238645845,0.0,0,0.1160974211459405,0.025527293546180628,-3393031.9361083396,-12.089291700957174,5916811144566.007,0.5,0.28373516861817366,16.52155558264316,0.5300791965140893,362.96390829678876,0.00048828125,True,11.0,-11844447592289.197,-28618.249735292713,679731.1772142225,8494053901021.185,362.96390829678876,0.00013036267057820272,(-0.0005257006214437311+0j)
67,28.154088973999023,40862262.22592156,0.0005568253227697294,2431000.890678041,2431000.890676764,2.48425703782611,0.0,0,0.11633728087269697,0.025560792540936777,-3612959.3857514705,-11.065151130503855,5909765330472.688,0.5,0.2836526007100877,17.09921116681495,1.1403783213371432,1198.0597129454054,0.00048828125,True,11.0,-11833622289130.807,606137.0401586004,704125.9886026161,389375154282.66406,1198.0597129454054,0.00013494411831394194,(-0.000520538824009552+0j)
68,28.56321930885315,40862722.28399299,0.0004879988805019889,2430464.5446647527,2430464.544663444,2.514397072397867,0.0,0,0.1164599621050262,0.025580443655778804,-3559814.1382781086,-11.446065040002575,5907157902867.555,0.5,0.2836141516231886,17.414626507954452,1.998843518772116,1305.5142743669103,0.000244140625,True,12.0,-11819530660944.17,1884619.4176694779,696820.5529260312,3700512109613.283,1305.5142743669103,0.00016796571564554416,(-0.0004853663707143574+0j)
69,28.990573406219482,40862896.87674505,0.0004900852441924876,2428037.643202859,2428037.643201512,2.550243648768421,0.0,0,0.11644870252630034,0.025606522853351976,-3469596.6833336344,-11.090300392136475,5895366796805.021,0.5,0.283467458094044,17.650654437885237,0.5018473099641675,350.6282053341805,0.0009765625,True,10.0,-11814315805733.902,178834.2507271347,368474.6642153294,5269331479415.505,350.6282053341805,0.00026369234930679334,(-0.0004677831035667273+0j)
70,29.39443349838257,40863420.03035268,0.000867610617628131,2427089.6151738507,2427089.615172447,2.6028660448359857,0.0,0,0.11661457546863808,0.02563707818033966,-3462576.384992752,-11.444800082946378,5890764000079.407,0.5,0.28338949850293454,18.148355893136674,1.7768668343121723,1027.7023960906329,0.00048828125,True,11.0,-11790733593608.838,1071503.2588780506,4082658.756351504,984101726010.4961,1027.7023960906329,0.00014865656068864343,(-0.0004552720504675605+0j)
71,29.82458734512329,40863052.41594686,0.0007327052471476712,2424984.9719982147,2424984.9719967577,2.6511247277044725,0.0,0,0.11669950869564898,0.025657698356128418,-3129109.3571901796,-12.865731085248113,5880552114411.584,0.5,0.28331017020416904,18.48682155872181,1.5005805787515032,888.3539659102325,0.00048828125,True,11.0,-11781528000157.61,-753338.475299918,3655709.860420334,3321439448324.1797,888.3539659102325,0.00013457798116246893,(-0.00043029924961339027+0j)
72,30.227484703063965,40862701.468564264,0.00042165657071444073,2424327.372372524,2424327.3723710612,2.655637889373935,0.0,0,0.11665302348315722,0.025656952315303072,-3521797.186495082,-11.27360454208347,5877363208429.042,0.5,0.28327306379431566,18.44792654158677,1.727105401479724,706.0496863476184,0.000244140625,True,12.0,-11761104228821.965,-1437645.677598472,2699950.034324325,13664483073745.25,706.0496863476184,-3.811242511397015e-05,(-0.0004145422114672554+0j)
73,30.66206455230713,40863141.204092294,0.0008810928253120086,2423713.6198757803,2423713.619874331,2.643036922559597,0.0,0,0.11662494615238102,0.02566102259972381,-3371038.522673466,-11.939114622638783,5874387711165.801,0.5,0.28326201863504347,18.39869302779286,14.435828396510889,2517.0676954030955,6.103515625e-05,True,14.0,-11754726416856.88,7201891.935468185,19213345.854459614,87062003197349.12,2517.0676954030955,0.0005551459406881925,(-0.0004162907183181415+0j)
74,31.061290740966797,40863559.00975085,0.0005887432713623924,2422323.723361187,2422323.723359692,2.6843550249727333,0.0,0,0.11671170236312194,0.025688790846917407,-2544142.907053155,-15.2217814396532,5867652220752.628,0.5,0.28318778847992954,18.75096987614682,1.2057463399830894,757.2803664800778,0.00048828125,True,11.0,-11748775422330.398,856000.6610122458,3096981.245228208,869377464892.1953,757.2803664800778,0.0002032414797530616,(-0.0004185185503063837+0j)
75,31.49035143852234,40863817.11429105,0.0003732103578742892,2422019.8046391434,2422019.8046376216,2.7078502819552064,0.0,0,0.1167929462608094,0.025696551377226543,-3183248.7873340994,-12.178079538208465,5866179934058.329,0.5,0.28315027027165224,19.027949157491413,1.5286697064097423,1191.325754704826,0.000244140625,True,12.0,-11735304441504.053,1057106.4810570963,1688810.2715319395,5537929062655.617,1191.325754704826,0.00020507949833429271,(-0.0004027918471988733+0j)
76,31.891318798065186,40864079.83354955,0.00040234242068379295,2420529.92193969,2420529.92193813,2.74105317974307,0.0,0,0.11681882007670154,0.0257213352939333,-2280660.482784705,-17.4593461824069,5858965102999.275,0.5,0.2830759529933942,19.249212327247342,0.8239973085946206,621.3550114679946,0.00048828125,True,11.0,-11732359868115.455,538248.3653403538,1016483.392450446,6834118161227.6045,621.3550114679946,0.00011150959336802149,(-0.0003910640860562595+0j)
77,32.319294691085815,40863911.36553906,0.00035504459856832056,2419391.4560525254,2419391.4560509394,2.7632339607867937,0.0,0,0.11679865820171652,0.025730872549887943,-3618905.3253589435,-11.07540126758012,5853455017613.749,0.5,0.28300229369938523,19.355108506700102,0.7271313638841437,514.12107394556,0.00048828125,True,11.0,-11717930205997.35,-345103.5360300757,449783.2440375996,9801617922912.121,514.12107394556,5.2735504877671357e-05,(-0.0003820734383707155+0j)
78,32.72848629951477,40864187.308110155,0.0003013220863981386,2419370.4169832696,2419370.4169816663,2.778109686530902,0.0,0,0.11686399373516952,0.025738694486273212,-4025858.6742724977,-10.026717654727467,5853353214567.507,0.5,0.28299657315158444,19.537996820258254,9.873722253645399,6489.730760656914,3.0517578125e-05,True,15.0,-11706910035226.297,9042125.693624811,8085104.347423249,49763848016394.86,6489.730760656914,0.00013407001939596224,(-0.00037789266565194915+0j)
79,33.13904428482056,40864371.36930008,0.000447350457847328,2418710.90119179,2418710.901190184,2.780289706144271,0.0,0,0.11682401336536817,0.025747382901168517,-3795662.1681015156,-10.722277384896824,5850162423537.696,0.5,0.2829611005117724,19.51188936189079,1.832347596286918,412.7353070759054,0.000244140625,True,12.0,-11706706429133.812,753765.1033743535,3037138.236461941,8633179034135.832,412.7353070759054,0.00010537558974639323,(-0.0003708171489564092+0j)
80,33.56741547584534,40864296.28914447,0.000167278305250827,2418303.4832684733,2418303.483266857,2.7889674340293773,0.0,0,0.11682060048567743,0.02575183050537548,-3754840.9221913703,-10.481928608869675,5848191737182.075,0.5,0.282942948538026,19.543438718488176,1.370343894692185,894.4456920994459,0.0001220703125,True,13.0,-11700324847074.191,-615103.1414574806,2171896.4304797924,15101026655213.201,894.4456920994459,-5.380622716707918e-05,(-0.0003718098241960816+0j)
81,33.999472856521606,40864350.0266855,0.00018212857282742882,2417498.912903363,2417498.9129017326,2.800465739805631,0.0,0,0.1168086995264445,0.025761311388570778,-2343331.978377937,-16.840065655061828,5844300993882.522,0.5,0.282907136899681,19.593045211961172,0.7459986419836487,545.8275787715402,0.000244140625,True,12.0,-11696383474362.95,220152.74378941423,904263.6103840827,5989356111462.329,545.8275787715402,0.0001479845192325826,(-0.00037060948936341176+0j)
82,34.45829796791077,40864846.51258132,0.0006211557252349665,2417459.4276204393,2417459.4276187825,2.8231720369074815,0.0,0,0.11686198686329373,0.02576820793641105,-3696879.4675164926,-10.663997598882965,5844110084184.393,0.5,0.2828333105755093,19.901730987063182,1.2721270336641233,706.7993982565039,0.00048828125,True,11.0,-11688601987763.844,1016793.0636383574,2691175.582153227,1516858525811.629,706.7993982565039,0.0002037351395706942,(-0.0003687328971820826+0j)
83,34.880051374435425,40864919.619855896,0.00024039196254224104,2416257.282608662,2416257.2826069742,2.8490319571446783,0.0,0,0.11686111718673982,0.025782232618997,-4010849.5279138316,-10.022705216547633,5838299255752.702,0.5,0.2827610490170101,20.06868879186343,0.4923227418535828,498.93591662305704,0.00048828125,True,11.0,-11688220168367.586,149753.40170059336,202930.22397531627,6531305330288.318,498.93591662305704,0.00014632012242148204,(-0.00035729273577277647+0j)
84,35.34509873390198,40864870.487731546,0.00016609355001307016,2415770.3747449317,2415770.3747432395,2.8526261180233687,0.0,0,0.1168377651154519,0.025786654513612298,-3767459.7521868674,-10.511539745238021,5835946503488.554,0.5,0.28274280515141154,20.045275944278035,1.3606383600898018,953.0569991616845,0.0001220703125,True,13.0,-11676598511504.205,-402552.40966045554,1985218.8880068026,12635281977981.9,953.0569991616845,-1.4246170664051547e-05,(-0.00035134751007898107+0j)
85,35.76392674446106,40864946.414553784,0.0002863906449928166,2414008.395093266,2414008.3950915174,2.898729736301584,0.0,0,0.11690322629661921,0.025808032813081045,-3652103.4184544757,-10.893152921144434,5827436531573.785,0.5,0.28266798068557386,20.402875917890704,0.5865280492031781,826.8811059227788,0.00048828125,True,11.0,-11671893006975.908,155509.31961020388,1343106.041323932,1151337772614.6152,826.8811059227788,0.00018022065794654382,(-0.0003521685859229489+0j)
86,36.22321343421936,40864789.141795166,0.00020284113786264433,2413733.9743560036,2413733.9743542634,2.891412972187055,0.0,0,0.11684627389709663,0.025805469394856798,-3185896.235619861,-12.354941189526238,5826111698953.489,0.5,0.28264960780257425,20.27977980587901,1.6616745803187964,1312.8423329581365,0.0001220703125,True,13.0,-11654873063146.371,-1288461.8728019167,657078.2582897673,16674205178092.727,1312.8423329581365,-5.4186238097903704e-05,(-0.0003398226177986375+0j)
87,36.646559953689575,40864989.42207856,0.0003008942045249317,2412382.6261167955,2412382.6261150064,2.9311069625450155,0.0,0,0.11689369469002465,0.025824848688982386,-3421053.5699072583,-11.828710513373506,5819589934782.993,0.5,0.2825764466334153,20.59338208201757,0.6162313406248503,714.7008617896613,0.00048828125,True,11.0,-11652223397905.78,410265.9050057257,564008.1136432714,3167724734936.245,714.7008617896613,0.0001682896089603326,(-0.0003439486427346221+0j)
88,37.102564334869385,40865025.93687405,0.00018932821362375202,2411612.0560114454,2411612.05600962,2.960444235947567,0.0,0,0.11693603201929496,0.025837126355961658,-4113924.6550508398,-9.684874497205492,5815872708692.404,0.5,0.28253960760806207,20.810907069079995,0.7754883786228491,1048.1181984120235,0.000244140625,True,12.0,-11639179869564.79,149593.35258729284,830520.5255645966,6125202822421.454,1048.1181984120235,7.460053276457612e-05,(-0.00033347215301647045+0j)
89,37.52117466926575,40865469.18460256,0.0009445302417424114,2409574.036044144,2409574.0360422377,3.0244696267692386,0.0,0,0.11698050400406303,0.025866347594866532,-3888065.7479737955,-10.231615454523098,5806047035170.335,0.5,0.28239076283828257,21.31716098013921,0.9671992073937254,580.0839102413019,0.0009765625,True,10.0,-11631745417383.611,453861.0708273571,1959200.4597661076,6071687963972.239,580.0839102413019,0.0001359412284134826,(-0.0003265003721474896+0j)
90,37.98144054412842,40865858.28152691,0.000542279203260324,2409444.7258554087,2409444.725853451,3.0652250112525374,0.0,0,0.11711932311703176,0.02587849754447335,-3594606.731962562,-11.201313985384967,5805423886944.469,0.5,0.28236577699426396,21.811947712221794,4.442351460686689,4341.514554763093,0.0001220703125,True,13.0,-11612094070339.475,3187055.379498541,8054225.292991197,27385410993062.633,4341.514554763093,0.00012747081578011753,(-0.0003109909492863495+0j)
91,38.402913331985474,40865692.79255137,0.00039904426355835205,2408605.087134208,2408605.0871321857,3.1147716127833616,0.0,0,0.11720822840122759,0.025889916085618237,-2490688.4515152085,-15.795698274335555,5801378465760.502,0.5,0.2823262797652882,22.212950368425293,1.6344853639006667,1766.6346478068203,0.000244140625,True,12.0,-11610847773887.742,-678018.9937587117,1609379.5989406125,5385162831766.801,1766.6346478068203,4.99867243423902e-05,(-0.00029687953418357005+0j)
92,38.853771686553955,40865796.8884085,0.0003038827618303477,2407069.9352641664,2407069.9352620686,3.1718289698100075,0.0,0,0.11727923900658423,0.02591056749601448,-2341128.357028098,-17.361199254305088,5793985673243.994,0.5,0.2822507359643147,22.671855012113255,0.6223519121586164,1018.8890878318865,0.00048828125,True,11.0,-11602756931519.809,213208.30045285224,1633445.3228487659,1987983612842.1914,1018.8890878318865,0.00013388649720062775,(-0.00028615945102271253+0j)
93,39.25367450714111,40865893.22224699,0.0001952173941047789,2406524.656330256,2406524.6563281375,3.186795669885322,0.0,0,0.11728770925376612,0.025920464322408267,-3207298.7426363574,-12.518512752915512,5791360921516.715,0.5,0.2822325388048736,22.757597258090808,1.599220863257595,1170.2145465090002,0.0001220703125,True,13.0,-11587971346486.793,789316.3184983064,3451101.822763841,5519984950123.611,1170.2145465090002,7.358882374455243e-05,(-0.0002745737927866885+0j)
94,39.68243646621704,40865825.39271584,0.0002729692329391499,2406076.282494217,2406076.282492123,3.1681466511380467,0.0,0,0.11719136956676536,0.025918092730272856,-3112848.2264140523,-12.77506681823547,5789203077172.569,0.5,0.28219585309345213,22.514725091846124,1.1180819928743233,1132.2272210285798,0.000244140625,True,12.0,-11582721843032.234,-277941.1967559041,1923625.6771905657,11038311469587.217,1132.2272210285798,6.824197539233844e-06,(-0.0002725047586998524+0j)
95,40.08159279823303,40865885.9024792,0.0002711187682248089,2404594.1290532066,2404594.1290510544,3.211335274037834,0.0,0,0.11721808016268738,0.025934260082220828,-4271287.814860741,-9.076995011113667,5782072925468.252,0.5,0.2821222003139531,22.8271669545576,0.5552512400572203,778.3109483831684,0.00048828125,True,11.0,-11578406154343.943,123923.85530581106,1333864.5571285884,3711394378968.208,778.3109483831684,0.00014351718706725596,(-0.00027838505040003535+0j)
96,40.51085090637207,40865840.09272088,0.00026691218182013627,2403270.8410442173,2403270.841041996,3.2614422302168804,0.0,0,0.11726796652037057,0.025946820368928654,-3658694.9785782546,-10.732177466292818,5775710735404.158,0.5,0.2820485772208309,23.233854807405173,0.5466361553122616,900.4685455830976,0.00048828125,True,11.0,-11564145850935.31,-93903.43697541104,1224124.8874559994,1841803702469.4023,900.4685455830976,0.00015340446709122643,(-0.0002707637487179809+0j)
