iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
296,126.29719614982605,40871931.63681453,2.1522992932415395e-05,2346425.5243147034,2346425.5243022325,7.647404894344899,0.0,0,0.1180953936404412,0.02661242569793829,-3714439.816149644,-10.632752964093926,5505712741098.423,0.5,0.2787190990080014,54.550986032077176,0.7052643299358684,7589.584197725193,3.0517578125e-05,True,15.0,-11012170387523.28,27520.50914587704,801106.3903274239,4284367147475.257,7589.584197725193,1.2847972478982278e-05,(-4.718248399363736e-05+0j)
297,126.70646977424622,40871913.036357015,5.343009737676359e-05,2346226.2208848456,2346226.2208722825,7.675381413394296,0.0,0,0.11809708915411375,0.026614200360437244,-2687023.6436738116,-14.810536839475835,5504777479510.049,0.5,0.2787142493555858,54.66581089782917,1.7507969353862263,9348.410876918095,3.0517578125e-05,True,15.0,-11011425482195.68,-609520.5531542179,6390118.446280139,2677348006216.6104,9348.410876918095,1.2921332438954859e-05,(-4.681502264704026e-05+0j)
298,127.15896534919739,40871900.5108986,5.806559786720659e-05,2346068.1151539944,2346068.1151414565,7.66738728807069,0.0,0,0.11807770339049188,0.026614534066006845,-2744686.8779297145,-14.469597674859672,5504035600884.798,0.5,0.2787048489146848,54.408014149701536,0.9513470021472036,6375.572759780873,6.103515625e-05,True,14.0,-11009554959018.932,-205227.65169217257,429870.8140416171,8486131440699.969,6375.572759780873,5.737073855988693e-06,(-4.661850276055816e-05+0j)
299,127.5660629272461,40871924.42571078,3.952795278257771e-05,2346021.9467873853,2346021.9467747677,7.691697374809012,0.0,0,0.11808812718130533,0.02661542879385185,-3116452.678000322,-12.321192620861984,5503818974750.287,0.5,0.2787002442240075,54.70764225934322,1.2952530787095236,10263.025555950455,3.0517578125e-05,True,15.0,-11008071201768.43,783630.449009896,1548810.254945858,4895209108950.234,10263.025555950455,2.2463092613778397e-05,(-4.706066149840342e-05+0j)
300,128.0096926689148,40871944.96007276,2.2597373896736574e-05,2345980.3161578304,2345980.316145136,7.7149089324274875,0.0,0,0.1180968764121564,0.026616882883006395,-4100742.0708183404,-9.705419588460108,5503623643741.846,0.5,0.27869903567399473,54.91531952191387,2.961888303932422,27594.244139209026,7.62939453125e-06,True,17.0,-11007637949499.408,2691531.6590313595,4352766.902529421,1324290055469.0898,27594.244139209026,6.478539136109589e-06,(-4.654492181635544e-05+0j)
301,128.4213845729828,40871976.02604756,2.9184421597388647e-05,2345979.200779583,2345979.2007668493,7.726752545280786,0.0,0,0.11810270091178675,0.026617803175075172,-3776639.4692896106,-10.159783931902012,5503618410432.081,0.5,0.27869788793095596,55.06128490146655,3.825268373553977,20072.689308892805,7.62939453125e-06,True,17.0,-11007247287482.525,4071901.9632593403,3233721.0759213674,4515805638194.777,20072.689308892805,1.1210659335848742e-05,(-4.619279192504767e-05+0j)
302,128.8610134124756,40871944.974568106,4.2062388530179036e-05,2345960.8292074385,2345960.829194658,7.741127085400901,0.0,0,0.1181050669309343,0.026617801715945504,-2951265.0146551873,-12.956853504400485,5503532212117.101,0.5,0.27869670502244526,55.13278343369637,5.513205788210507,17561.946981290555,7.62939453125e-06,True,17.0,-11007236820862.996,-4069986.4532538247,1092218.7953790142,32271378837713.953,17561.946981290555,-1.7551939235671678e-05,(-4.59477606080611e-05+0j)
303,129.26914167404175,40871950.158643514,3.347870451804604e-05,2345819.715259871,2345819.7152469545,7.781910720176485,0.0,0,0.11811010217730512,0.026619772066967855,-3299653.1370529397,-11.914812692348107,5502870136442.716,0.5,0.2786876021357676,55.40322105886602,0.5485154182531371,5681.076756574526,6.103515625e-05,True,14.0,-11007064424233.035,84937.76614692772,694461.9084332961,6623724144945.941,5681.076756574526,1.1184927314724696e-05,(-4.5828641469918974e-05+0j)
304,129.70394206047058,40871974.93050303,4.2035993492204235e-05,2345655.84761282,2345655.8475998063,7.810886524895061,0.0,0,0.11810940732204332,0.026621973195254896,-3114002.16336828,-12.79656514456343,5502101355380.581,0.5,0.27867862221209017,55.5500940634183,0.6887172544815587,4446.000757254498,6.103515625e-05,True,14.0,-11005740272884.268,405874.79106959066,884061.4973798115,5990757147083.225,4446.000757254498,1.635202381126486e-05,(-4.53812624404184e-05+0j)
305,130.11904764175415,40872003.91064221,3.521981101697352e-05,2345642.6794311027,2345642.6794180493,7.82289428401794,0.0,0,0.11811641880047101,0.026622756160425528,-3987563.0506141474,-10.183992216577055,5502039579508.901,0.5,0.27867740068553865,55.72574254356462,4.6163327778713095,25917.021565963587,7.62939453125e-06,True,17.0,-11004202710759.998,3798477.3289373163,2445258.5067937328,24851306244446.47,25917.021565963587,2.005708972326127e-05,(-4.514138970605551e-05+0j)
306,130.55371046066284,40872044.17360257,6.260754574358443e-05,2345559.8583352356,2345559.858322104,7.846104944047187,0.0,0,0.1181224726766431,0.02662371812366722,-2074285.7811245404,-19.578660143208012,5501651048973.424,0.5,0.2786685297748356,56.02471977881374,1.0257628841790465,5201.332952770838,6.103515625e-05,True,14.0,-11004079159016.639,659659.1413040146,1495041.8757490313,1459639970657.4648,5201.332952770838,3.473943385884936e-05,(-4.485664592587502e-05+0j)
307,130.96129202842712,40872050.71297196,3.618130203583194e-05,2345405.735576802,2345405.7355635115,7.893160068937638,0.0,0,0.1181296118011186,0.026625951522843562,-3111174.745979531,-12.6719345499901,5500928064415.632,0.5,0.2786593083752729,56.351357911271464,0.5927959224375458,6508.92278965393,6.103515625e-05,True,14.0,-11003302097945.684,107143.50095163273,401215.40052280267,6000871244963.526,6508.92278965393,1.11424738360529e-05,(-4.437764038029926e-05+0j)
308,131.39998865127563,40872055.30776434,2.8032926081758742e-05,2345373.617482731,2345373.617469348,7.920611426764253,0.0,0,0.1181394825991977,0.026626853746996682,-3028874.8299601115,-13.049193484046953,5500777405522.671,0.5,0.2786569709301493,56.6182533496576,1.837170999151362,17496.988032636495,1.52587890625e-05,True,16.0,-11001856128830.1,301108.2126898749,1916637.8831463645,593257008036.9023,17496.988032636495,9.608134849437069e-06,(-4.386318079632722e-05+0j)
309,131.80689930915833,40872144.18385925,0.00010102618823126367,2345126.806047996,2345126.806034475,7.96093347607041,0.0,0,0.11813540115091868,0.02663074615405334,-3020311.89343252,-12.96414826234907,5499619736382.874,0.5,0.2786392412986816,56.86305769925407,0.8276066384155986,2917.0989422711673,0.0001220703125,True,13.0,-11001554811044.178,728140.7531070606,932771.6273433579,4429942612105.778,2917.0989422711673,3.266246911432863e-05,(-4.344950434886812e-05+0j)
310,132.23956966400146,40872139.780792765,0.00012791883934548014,2345123.287542697,2345123.2875290387,8.001257398541346,0.0,0,0.11814670016499419,0.02663100592321215,-1877618.0524858756,-20.396437127510396,5499603233712.422,0.5,0.2786301702029942,57.29606634320545,2.0958222826209543,7148.336214133512,6.103515625e-05,True,14.0,-10999239472764.584,-72200.23703493283,6622442.457591088,2968030524696.6064,7148.336214133512,1.6290134985194932e-05,(-4.307546317633703e-05+0j)
311,132.6522011756897,40872134.86403446,3.328951427451502e-05,2345022.248574106,2345022.2485603024,8.043557757480727,0.0,0,0.11815632944576,0.02663268203605969,-2793742.675918653,-14.277766909947537,5499129346244.232,0.5,0.27862542319416245,57.609666606489405,1.0908312626363914,11658.700807182078,3.0517578125e-05,True,15.0,-10999206467423.68,-161107.62474084058,1213533.6938157945,6960112257631.117,11658.700807182078,5.02295381731656e-06,(-4.242411906205213e-05+0j)
312,133.0604546070099,40872179.67488498,6.489011387872726e-05,2344738.0043332474,2344738.0043191984,8.114222467744165,0.0,0,0.11816208124619541,0.02663665618067671,-3221133.342206939,-12.35720984621476,5497796308900.192,0.5,0.27860682241343304,58.09732333089033,0.5315798606421211,4908.936041219768,0.0001220703125,True,13.0,-10998258692487.3,367112.4575649293,31742.4995376537,4884861422984.642,4908.936041219768,1.8056521413394982e-05,(-4.196221564745417e-05+0j)
313,133.49533891677856,40872192.28283932,3.052469318298822e-05,2344566.1504423553,2344566.1504281466,8.1599700546724,0.0,0,0.11816831150254246,0.026638873827828504,-3130846.0949045448,-12.795827449904754,5496990433734.869,0.5,0.27859771906456804,58.426565171182524,0.5001166620513845,6322.8637262773345,6.103515625e-05,True,14.0,-10995592617799.22,206573.96683467083,622225.8504464317,3544141769423.714,6322.8637262773345,1.708833796342909e-05,(-4.125779269093253e-05+0j)
314,133.91497921943665,40872198.99117854,5.1260566297221986e-05,2344391.6169592165,2344391.6169448723,8.198528513053493,0.0,0,0.11817203461342828,0.026640600575142444,-3448837.508395452,-11.268433430980094,5496172053602.808,0.5,0.2785887754236487,58.69811147702294,0.8398528901685706,5343.918699824356,6.103515625e-05,True,14.0,-10993980867468.574,109905.09135865027,2552420.6895755655,3559962689835.334,5343.918699824356,2.0172445997142456e-05,(-4.0792798333566516e-05+0j)
315,134.35185980796814,40872193.56277973,2.979645447871793e-05,2344239.141618877,2344239.141604445,8.223399461885135,0.0,0,0.11816850262631971,0.02664180598243776,-2114854.4323016843,-19.07670124291363,5495457153031.758,0.5,0.2785797980158778,58.79273158135118,0.4881850906850115,4380.200916545355,6.103515625e-05,True,14.0,-10992344107204.451,-88943.55449371813,401152.270719652,6401842903603.519,4380.200916545355,1.519850234222624e-05,(-4.041537488691937e-05+0j)
316,134.78958654403687,40872243.66136755,5.838577687728138e-05,2344112.884278093,2344112.8842634675,8.278065875932814,0.0,0,0.11818235163837416,0.026644438531165195,-3524141.814912733,-11.365430176333922,5494865214171.407,0.5,0.27857053402170556,59.3189392755267,0.956592964515071,8630.357044900806,6.103515625e-05,True,14.0,-10990914306062.352,820831.2075093169,841914.4232575286,201748738479.0586,8630.357044900806,1.813104565706699e-05,(-4.028542989432359e-05+0j)
317,135.2310516834259,40872234.65869124,2.37566339312883e-05,2344050.8779658726,2344050.877951196,8.29248010076059,0.0,0,0.11818014278221746,0.026645013591598883,-3973026.8956109937,-10.115314613016077,5494574518425.185,0.5,0.2785660662389113,59.35606051846474,0.7784602999952706,5815.041717719274,3.0517578125e-05,True,15.0,-10989730428341.65,-295004.31210752507,957946.8583448776,11423640576131.17,5815.041717719274,-1.0822186451456138e-06,(-3.957046792076684e-05+0j)
318,135.6377980709076,40872265.409760155,3.9177431248771815e-05,2343923.9677874153,2343923.9677725923,8.333494013176571,0.0,0,0.11818729065656468,0.026646870345427145,-2829077.1914204704,-13.839706501260077,5493979566700.225,0.5,0.27855717288840687,59.72292976324679,0.6418836433110552,6103.4890031446885,6.103515625e-05,True,14.0,-10989149036849.205,503832.72701652045,512718.51665455877,1635892516874.2812,6103.4890031446885,2.2225903802718913e-05,(-3.952108780467371e-05+0j)
319,136.1543641090393,40872265.40976014,0.0,2343923.9677874153,2343923.9677725923,8.333494013177722,0.0,0,0.11818729065656515,0.026646870345427166,-3398281.164188744,-11.350710332334053,5493979566700.225,0.5,0.27855717288840676,59.722929763262776,2.3866559187526146,19911.518294021796,8.881784197001252e-16,False,51.0,-10987959133399.285,2018810.771098642,5623488.357490079,3898751525585.1826,19911.518294021796,5.163985751358733e-06,(-3.9035418701366846e-05+0j)
320,136.5967137813568,40872298.31264756,7.000186964519178e-05,2343843.217360152,2343843.217345242,8.357759208348503,0.0,0,0.11818819766628215,0.026649038394847502,-3692788.517349958,-10.602318153938898,5493601027496.709,0.5,0.27855260468260595,59.8403444178745,2.2938216363298216,7589.333017500992,3.0517578125e-05,True,15.0,-10987959133399.285,1078233.0834401287,8183816.664442548,8251232960012.512,7589.333017500992,5.230213932734813e-06,(-3.903541811874524e-05+0j)
321,137.03506994247437,40872282.44131245,7.488696236379293e-05,2343759.134268862,2343759.134253772,8.407973254944343,0.0,0,0.11820104300012331,0.026649493097511356,-2773193.0627653366,-14.165970545934236,5493206879399.405,0.5,0.2785433881491573,60.359696382272894,1.2269481801070121,8531.714930780372,6.103515625e-05,True,14.0,-10987202054992.254,-260078.31033917455,3492358.2801930294,895792600211.6113,8531.714930780372,2.0199929961975805e-05,(-3.888233061742403e-05+0j)
322,137.44338178634644,40872212.42258534,7.931542932411213e-05,2343642.339886819,2343642.3398717344,8.406209861520054,0.0,0,0.11818370096309132,0.026648617463635164,-3718705.641029754,-10.625958966054565,5492659417240.87,0.5,0.27853356638770904,60.09844357597573,1.2995041614955822,7910.2336604414795,6.103515625e-05,True,14.0,-10986413758797.646,-1147206.3010863916,610495.8648662365,13178755688245.947,7910.2336604414795,-4.0196753540333985e-06,(-3.8212954924252756e-05+0j)
323,137.88291263580322,40872224.35667932,1.9185434555927033e-05,2343590.7338136053,2343590.7337984275,8.432076324049309,0.0,0,0.11819060235536129,0.026649764874868483,-4188770.5897120945,-9.473491890745711,5492417527547.264,0.5,0.2785312932555449,60.32510964252303,1.2573419387063225,15156.146427467873,1.52587890625e-05,True,16.0,-10985318834480.576,782119.702219788,1168538.5315958385,33231640368.179688,15156.146427467873,1.0481413055893407e-05,(-3.8545603006877766e-05+0j)
324,138.31864738464355,40872227.67258963,2.7566685061122352e-05,2343516.50721184,2343516.5071965326,8.467852712560093,0.0,0,0.11819736419909092,0.02665109975685963,-3685644.4348662407,-10.752748742633397,5492069619504.05,0.5,0.2785267358800411,60.597889392953796,0.9033068269009463,9910.486174211115,3.0517578125e-05,True,15.0,-10984835055093.363,108652.8622513963,1153736.1891759597,6196704992685.675,9910.486174211115,7.00787264648711e-06,(-3.8255871944628613e-05+0j)
325,138.76149797439575,40872231.989545114,1.8526596393906437e-05,2343429.95650926,2343429.9564939085,8.47993814400792,0.0,0,0.11819758662802175,0.02665201694401198,-2694634.488407929,-14.57360725113149,5491663960994.454,0.5,0.27852452755009033,60.65223479539988,1.2141625987756728,7806.011867892784,1.52587890625e-05,True,16.0,-10984139239006.936,282914.7084900851,3889967.7715515066,1480950143141.7559,7806.011867892784,2.316249662072733e-05,(-3.791143342374454e-05+0j)
326,139.17394137382507,40872227.1553451,2.4448464637516125e-05,2343353.9713299624,2343353.9713146174,8.477934959649536,0.0,0,0.11818944325157472,0.026652266706528024,-4126917.2547043497,-9.602666237399138,5491307834877.403,0.5,0.278520064487971,60.53425899970635,0.8011274780373878,6584.498166786736,3.0517578125e-05,True,15.0,-10983327921987.744,-158406.12274155067,446394.7292407258,7801669549354.81,6584.498166786736,7.009105345591468e-06,(-3.784354880873411e-05+0j)
327,139.61343479156494,40872211.11740891,2.2622323392438592e-05,2343272.033269679,2343272.0332542513,8.500708161329772,0.0,0,0.11819077726965825,0.026652846484043657,-3601932.974313349,-10.943876029043068,5490923821832.928,0.5,0.27851561725435214,60.66611303070872,0.7412884523665526,6594.635912540958,3.0517578125e-05,True,15.0,-10982615669753.643,-525539.4815357752,1054675.050083675,6035811953316.892,6594.635912540958,1.088132387068474e-05,(-3.799122421815947e-05+0j)
328,140.05205941200256,40872251.48907248,5.959508305817594e-05,2343175.621444314,2343175.621428757,8.53602964514515,0.0,0,0.1182026879311925,0.02665450862587151,-3822047.6287040412,-10.441813460869017,5490471992859.453,0.5,0.27851086338618225,61.07805744283375,1.9528121320493752,13902.046584734802,3.0517578125e-05,True,15.0,-10981847643664.691,1322895.41429814,3120413.7933191718,10550359806874.27,13902.046584734802,2.246838801737165e-05,(-3.7826133187519905e-05+0j)
329,140.49123644828796,40872263.35663815,1.370548831289107e-05,2343160.002314373,2343160.002298748,8.554675286396302,0.0,0,0.11820842678551123,0.026655263934500337,-3597815.8412349382,-10.928050710485616,5490398796374.081,0.5,0.27850972037754673,61.25641948503409,1.7964154668698937,23403.91546229564,7.62939453125e-06,True,17.0,-10980943985717.742,1555522.4007163506,2187522.849255348,4044497422168.4775,23403.91546229564,4.299626966991872e-06,(-3.7315642808083344e-05+0j)
330,140.9740023612976,40872263.35663813,0.0,2343160.002314375,2343160.00229875,8.554675286397353,0.0,0,0.11820842678551173,0.026655263934500344,-2956413.694696686,-13.706049901569024,5490398796374.092,0.5,0.2785097203775467,61.256419485052334,3.7498260755807173,25068.200280702033,8.881784197001252e-16,False,51.0,-10980797592746.998,2702657.1519345194,4296947.675187514,11465007697937.197,25068.200280702033,1.2989479785611621e-05,(-3.709826795075557e-05+0j)
331,141.41790652275085,40872259.530086614,1.7983726153753864e-05,2343119.79818701,2343119.7981714,8.550434622731627,0.0,0,0.11820336149791076,0.026655484210601103,-4209967.142390132,-9.277284178654892,5490210388584.196,0.5,0.2785085399357003,61.144700223952505,2.3571670725531932,20987.800836938826,7.62939453125e-06,True,17.0,-10980797592747.02,-501551.4481511636,4058660.3823702848,13623535599690.02,20987.800836938826,-1.8266986140418844e-06,(-3.709826853368241e-05+0j)
332,141.86488342285156,40872277.75572122,3.651477786925919e-05,2342966.503220233,2342966.503204518,8.5789905347164,0.0,0,0.11820590585381784,0.026657482396650743,-3937485.300295741,-9.800095007182748,5489492035139.816,0.5,0.27850398943403376,61.31172452308291,1.196515751825315,8213.662202305419,3.0517578125e-05,True,15.0,-10980420777167.229,597229.7396976545,3172842.7728432165,372496298944.08203,8213.662202305419,2.0052017882183853e-05,(-3.723396509497392e-05+0j)
333,142.31413006782532,40872259.79944576,2.5878945789488172e-05,2342921.6514239083,2342921.6514081983,8.577453494262782,0.0,0,0.11820196142203727,0.026657563548144064,-3028059.5909732925,-12.636793532689351,5489281864638.73,0.5,0.2785035757639597,61.21144856472676,13.568018375733919,89190.83230807446,1.9073486328125e-06,True,19.0,-10978984070278.469,-9414352.792495603,34053049.924778976,35926247053566.48,89190.83230807446,-4.057977944295874e-06,(-3.703116538998854e-05+0j)
334,142.72825813293457,40872289.0082187,3.45479011686766e-05,2342860.520323903,2342860.5203080853,8.606670904304664,0.0,0,0.11820961033775378,0.02665886419948851,-3377006.1310564047,-12.051329109214878,5488995417619.684,0.5,0.2784990877108064,61.51618129561089,1.1320671125334054,10018.576503629618,3.0517578125e-05,True,15.0,-10978563729276.297,957119.3628677309,827799.8295536323,1754478404920.5469,10018.576503629618,1.8438961482910723e-05,(-3.715263092244375e-05+0j)
335,143.13957357406616,40872280.19084122,1.9816376318576976e-05,2342774.6434076717,2342774.6433917503,8.634825679833533,0.0,0,0.1182129889458325,0.02665971719381405,-3510692.2358134356,-11.316649582833472,5488593029720.757,0.5,0.27849461907002326,61.70791052830364,0.6493432686030868,7796.192322084452,3.0517578125e-05,True,15.0,-10977990835238.203,-288933.6900431178,679127.417529822,4742878854646.075,7796.192322084452,1.1603076991377472e-05,(-3.678440376192121e-05+0j)
336,143.65770983695984,40872280.19084122,2.1073424255447017e-08,2342774.6434076726,2342774.643391751,8.634825679828637,0.0,0,0.1182129889458307,0.02665971719381384,-3372075.9554383615,-11.451121734899615,5488593029720.759,0.5,0.27849461907002315,61.707910528257024,6.159303000028541,52553.194570289605,8.881784197001252e-16,False,51.0,-10977186059440.35,-1825833.4668412125,7313727.096283463,12888256879224.422,52553.194570289605,-5.27600616711887e-07,(-3.655584238746312e-05+0j)
337,144.1033079624176,40872302.93214538,3.816098939772012e-05,2342591.4800374275,2342591.480021353,8.67582990109794,0.0,0,0.11821508178979274,0.026662015687993302,-3191007.6517905425,-12.821031843148491,5487734842270.046,0.5,0.2784855802657185,61.96621188915107,0.6252301550432426,5785.568106299147,6.103515625e-05,True,14.0,-10977186059440.354,372607.233670591,694901.4824570102,2943515494202.591,5785.568106299147,2.014631603378747e-05,(-3.655584339761636e-05+0j)
338,144.5111162662506,40872330.887692705,0.0001092918463526612,2342348.585120586,2342348.585104326,8.72543990014652,0.0,0,0.11821837040339443,0.026663357855965394,-1918147.508632213,-20.241884806955316,5486596894141.648,0.5,0.2784679645123219,62.462396292224476,0.8953189006470595,4065.205667415725,0.0001220703125,True,13.0,-10975469684538.928,228973.9519272612,2122580.5528927236,402226008888.23047,4065.205667415725,3.773807878131887e-05,(-3.625114731571463e-05+0j)
339,144.91908478736877,40872331.40388379,3.613248917385253e-05,2342167.370555447,2342167.3705390813,8.753320928027232,0.0,0,0.1182141122083717,0.026664913147968632,-3594011.739621374,-10.954706402616715,5485747991619.365,0.5,0.27845883601548405,62.54907356653501,0.5919944588596908,5281.914437464258,6.103515625e-05,True,14.0,-10973193788282.133,8454.443393964977,730875.1571898411,5177851646746.709,5281.914437464258,1.592269564987868e-05,(-3.567500056428222e-05+0j)
340,145.36223578453064,40872380.525506146,6.11508471159609e-05,2341959.083657674,2341959.083641039,8.824628683215284,0.0,0,0.11822668274066818,0.026668699809601338,-2865399.1001864676,-13.743126219006664,5484772349450.189,0.5,0.2784492391949908,63.10884643595471,1.0018955574174626,9943.65576465377,6.103515625e-05,True,14.0,-10971495983237.566,804848.3894968345,2223656.8402594985,705500928850.834,9943.65576465377,1.498360637900456e-05,(-3.55763093516957e-05+0j)
341,145.81024312973022,40872390.569933906,4.567738719186305e-05,2341752.7188987406,2341752.7188820406,8.84152618460605,0.0,0,0.118218813637833,0.026670310576078805,-3336817.767543587,-11.69500542736569,5483805796392.841,0.5,0.2784401844747039,63.094014445615855,0.7483786364057478,4909.363592415044,6.103515625e-05,True,14.0,-10969544698899.217,164574.4777456883,1153376.4962903778,2464832187298.5176,4909.363592415044,2.5141642313278783e-05,(-3.4945134725088316e-05+0j)
342,146.2214276790619,40872417.67121846,3.596502913325821e-05,2341601.788177825,2341601.788160946,8.888543101326416,0.0,0,0.11822420154590672,0.026672427934520022,-3945275.2023056555,-10.06934713351329,5483098934319.952,0.5,0.27843120461667303,63.458232227268375,0.5892513650426949,6556.131755855639,6.103515625e-05,True,14.0,-10967611592784.52,444038.577889213,337990.9910993941,2708198255872.007,6556.131755855639,1.828498210379736e-05,(-3.496177300752669e-05+0j)
343,146.6329219341278,40872464.944961846,5.311873135837114e-05,2341467.9068192933,2341467.906802199,8.94486915285683,0.0,0,0.11823459581144914,0.026674948552199783,-3008000.5699284417,-13.279508179456952,5482471958586.081,0.5,0.2784220564237544,63.97147490336617,0.8702974732493652,8493.511460116202,6.103515625e-05,True,14.0,-10966197868638.742,774551.5273676654,257929.51825744825,1363982910673.668,8493.511460116202,1.6409621006649297e-05,(-3.456042235846244e-05+0j)
344,147.13937544822693,40872464.944961846,0.0,2341467.9068193007,2341467.9068022063,8.944869152857986,0.0,0,0.11823459581145025,0.026674948552199748,-4125367.5104020243,-9.776290920725197,5482471958586.114,0.5,0.2784220564237543,63.97147490340167,7.0994118592840145,59328.83919772434,8.881784197001252e-16,False,51.0,-10964943917171.0,3609568.1007404947,13544532.358081548,34065426653400.43,59328.83919772434,1.1016970165509273e-05,(-3.4005726391258e-05+0j)
345,147.58068108558655,40872489.1531252,2.980038517465773e-05,2341429.9886391605,2341429.988622013,8.958662548728503,0.0,0,0.11823857293422758,0.026675720929523746,-3712453.199072295,-10.585493428638367,5482294391619.891,0.5,0.2784198452755238,64.14239908288403,1.9530003175264325,11782.276954909128,1.52587890625e-05,True,16.0,-10964943917171.066,1586510.1647174333,936053.042321296,8594004600365.879,11782.276954909128,2.409565742601467e-05,(-3.400572984377517e-05+0j)
346,148.01311874389648,40872651.33204078,0.0004977078544194882,2340003.087262452,2340003.087244898,9.061526491222565,0.0,0,0.11820078069538566,0.026683954339213965,-3978388.721075321,-10.194444367953324,5475614448317.066,0.5,0.27834752834707216,64.76294235710178,1.019305777463828,1910.0902038585516,0.00048828125,True,11.0,-10964588783238.62,331984.32771971234,1842566.0313196054,1409360245437.125,1910.0902038585516,9.403240669988109e-05,(-3.382439057549196e-05+0j)
347,148.49636554718018,40872651.33204073,0.0,2340003.0872624875,2340003.0872449335,9.061526491214014,0.0,0,0.11820078069538571,0.026683954339213705,-3572658.3386195875,-11.161413900680683,5475614448317.231,0.5,0.2783475283470721,64.76294235710772,32.25911101628661,163023.11224479575,8.881784197001252e-16,False,51.0,-10951228896632.97,20142104.36386867,95916771.76648614,98855859716802.64,163023.11224479575,9.785484646695836e-06,(-3.317639549595146e-05+0j)
348,148.9388382434845,40872693.15964182,5.026028694224371e-05,2339856.398684447,2339856.3986667367,9.101510393551365,0.0,0,0.11820302328831382,0.026686225488961893,-3003406.8260463844,-12.91654095266882,5474927966383.083,0.5,0.278338660956331,65.05184874258728,0.8234649210107685,5541.909120648225,6.103515625e-05,True,14.0,-10951228896633.3,685324.8153867777,164832.7301366701,3339648869430.1855,5541.909120648225,1.995338401909617e-05,(-3.317639552850508e-05+0j)
349,149.34995126724243,40872681.47543067,3.759396708151421e-05,2339776.350094443,2339776.350076528,9.153975071471757,0.0,0,0.11821185894220003,0.02668758101419846,-3530957.373620719,-11.352521825980563,5474553368378.851,0.5,0.27833380950223635,65.43211396336622,1.2318790942801747,14434.784746803327,3.0517578125e-05,True,15.0,-10949855932765.004,-382869.90599826846,530679.870421591,9778578263317.295,14434.784746803327,1.1788639484879572e-06,(-3.28817255580798e-05+0j)
350,149.78689885139465,40872712.35781259,5.760299001360855e-05,2339709.2220360003,2339709.22201786,9.211107469403993,0.0,0,0.11822275649420556,0.026690032274917612,-2889878.5619040895,-13.929129907657346,5474239243596.832,0.5,0.27832892374349927,65.88026795693438,1.8875342717067227,15906.880279286202,3.0517578125e-05,True,15.0,-10949106736756.54,1011963.6453464103,4496968.73798217,8427562788801.521,15906.880279286202,2.3030669003793397e-06,(-3.249955065753591e-05+0j)
351,150.19535779953003,40872712.92813761,1.6883758701742996e-05,2339631.4158196407,2339631.4158013985,9.236872735203136,0.0,0,0.11822379407999752,0.02669098043299694,-3665965.896676044,-10.983639344412392,5473875161806.266,0.5,0.27832445659795085,66.02713832078219,0.5532497610444758,7501.787903636174,3.0517578125e-05,True,15.0,-10948478487192.502,18688.79874543298,235828.77785944965,7002772276153.547,7501.787903636174,7.641250167545842e-06,(-3.205736654508266e-05+0j)
352,150.64209651947021,40872706.988937184,7.698782668141255e-06,2339615.012323845,2339615.0123055843,9.241575569606816,0.0,0,0.11822413132265054,0.02669109036878492,-4259254.755548238,-9.394795630015382,5473798405807.071,0.5,0.278324178594599,66.04489050011334,4.036541304728537,25911.333955357586,1.9073486328125e-06,True,19.0,-10947750323611.37,-3113859.9600205617,9302160.948751224,9794427889829.426,25911.333955357586,6.466610769881567e-07,(-3.191481564335703e-05+0j)
353,151.05134057998657,40872752.525663875,7.581427754127995e-05,2339363.901328287,2339363.9013097077,9.321366398107333,0.0,0,0.11823187964679284,0.026693841573342328,-3425694.1136420495,-11.700088911806219,5472623462752.388,0.5,0.27830599278799667,66.74806256788523,0.6210707360975343,5885.505853617752,0.0001220703125,True,13.0,-10947596811612.98,373034.92202824587,782411.7092270007,1688353491859.2363,5885.505853617752,2.285647166810027e-05,(-3.189768323874226e-05+0j)
354,151.49196672439575,40872738.83163704,4.402484715001852e-05,2339284.297617544,2339284.2975988663,9.345733868597087,0.0,0,0.11823254350433891,0.026695006047470573,-3278155.798443463,-12.199185155397917,5472251024994.033,0.5,0.2783044092133353,66.79870108133181,5.770431004344847,40601.284220567344,7.62939453125e-06,True,17.0,-10945246925503.613,-1794966.6108595408,10169567.328729298,28184016681454.594,40601.284220567344,-6.169188176603923e-06,(-3.1225476804739334e-05+0j)
355,151.91252636909485,40872750.080735594,1.7751186131569518e-05,2339214.047750023,2339214.047731258,9.36755446346954,0.0,0,0.11823473034728525,0.026696191496348887,-3281250.840304558,-12.140704534595637,5471922361104.666,0.5,0.27830214456204855,66.92767989180197,1.1633453460771663,12457.11546080216,1.52587890625e-05,True,16.0,-10944502049986.904,737235.5770884233,2633138.620692223,4403745230461.117,12457.11546080216,7.629153443910836e-06,(-3.11783163970811e-05+0j)
